student_id,name,branch,semester,subject,marks,attendance,exam_date
2554,Riya,ME,2,ML,27,95,2026-01-12
2555,Yash,BT,6,OS,25,100,2026-03-25
2556,Aniket,BT,1,DBMS,30,91,2026-03-05
2557,Shivani,CHE,8,DSA,78,61,2025-12-29
2558,Sanya,CSE AIML,6,WEBT,24,71,2026-02-07
2559,Karan,BT,7,UHV,79,68,2026-02-21
2560,Divya,CSE DS,7,OS,65,93,2026-03-07
2561,Anushka,IT,5,CN,25,76,2026-02-01
2562,Manish,CSEAI,7,DBMS,29,92,2026-01-09
2563,Raghav,ME,2,OS,98,70,2026-02-27
2564,Yash,CHE,2,AI,68,67,2026-01-29
2565,Vikram,CSE AIML,7,Maths,52,78,2026-02-10
2566,Karan,CSE AIML,2,WEBT,94,74,2026-02-22
2567,Divya,ELCE,8,WEBT,60,65,2025-12-21
2568,Sonal,CE,6,ML,71,80,2025-12-25
2569,Aditya,BT,5,DSA,46,65,2026-01-06
2570,Raghav,BT,2,DAA,69,70,2026-02-20
2571,Priya,CSE AIML,8,CD,42,77,2025-12-26
2572,Rahul,EE,5,DSA,29,86,2026-01-17
2573,Karan,CHE,8,CD,96,99,2025-12-24
2574,Shreya,EEE,5,DL,52,82,2026-01-01
2575,Priya,ECE,6,ML,83,62,2026-02-27
2576,Riya,CE,2,Maths,28,97,2026-01-25
2577,Karan,BT,4,DL,48,85,2026-02-22
2578,Kavya,CHE,3,OS,28,96,2026-03-27
2579,Ashish,EE,6,AI,20,61,2025-12-31
2580,Karan,ELCE,7,OS,69,79,2025-12-28
2581,Ashish,ECE,6,DAA,92,76,2026-02-15
2582,Aniket,ECE,1,CD,63,87,2026-03-17
2583,Vivek,CSE AIML,5,AI,85,81,2025-12-28
2584,Saurabh,EE,5,OS,22,75,2026-01-25
2585,Yash,ME,7,OS,49,100,2026-02-28
2586,Karan,EEE,8,ML,94,97,2026-02-14
2587,Anjali,AE,8,AI,75,76,2026-02-09
2588,Shivani,ECE,5,AI,100,65,2026-01-18
2589,Shreya,ME,1,DL,67,62,2026-01-20
2590,Raghav,CE,7,UHV,30,79,2026-02-05
2591,Aniket,ELCE,8,UHV,57,100,2026-02-04
2592,Rohit,CSE AIML,3,UHV,72,67,2025-12-21
2593,Arjun,IT,3,CD,24,100,2026-03-05
2594,Satyam,EE,4,CD,50,98,2026-03-15
2595,Aarav,CHE,7,CN,60,65,2026-01-27
2596,Saurabh,CE,6,CN,59,89,2026-03-28
2597,Aakash,IT,7,OS,95,68,2026-03-16
2598,Rohit,EEE,1,WEBT,88,60,2026-02-11
2599,Maya,IT,4,ML,80,95,2026-01-15
2600,Shreya,BT,7,CD,26,91,2026-03-17
2601,Pallavi,CHE,6,CN,56,93,2026-03-11
2602,Raghavendra,ECE,6,DSA,59,81,2026-02-15
2603,Aniket,CSE AIML,7,DL,74,94,2026-01-03
2604,Arjun,CSE,2,WEBT,97,65,2026-01-12
2605,Rishi,ME,8,ML,67,94,2026-01-20
2606,Siddharth,ME,8,CN,52,79,2026-02-20
2607,Aniket,CSE AIML,4,AI,30,66,2026-03-16
2608,Rishi,ELCE,5,CD,30,62,2026-02-26
2609,Ashish,ME,3,DL,84,68,2025-12-22
2610,Anjali,ME,2,CN,95,65,2026-02-13
2611,Rishi,CHE,6,UHV,28,88,2026-01-03
2612,Aakash,CSE,3,DBMS,89,65,2026-01-23
2613,Satyam,CHE,8,Maths,77,87,2026-01-13
2614,Pallavi,ME,2,DBMS,71,79,2026-02-24
2615,Riya,ME,2,Maths,95,98,2026-02-22
2616,Raghav,CHE,6,DBMS,36,63,2026-02-19
2617,Isha,CSE DS,1,OS,48,67,2026-01-16
2618,Ashish,CE,3,Maths,97,89,2026-01-24
2619,Maya,CSE DS,6,DSA,65,94,2026-02-01
2620,Nisha,CSE DS,4,ML,30,83,2026-03-05
2621,Priya,CHE,5,OS,28,73,2026-02-24
2622,Vivek,BT,3,DL,77,66,2026-03-14
2623,Raghavendra,AE,8,WEBT,28,75,2025-12-24
2624,Aniket,ELCE,3,WEBT,87,91,2026-02-22
2625,Anushka,CHE,4,CD,55,87,2026-02-17
2626,Rishi,EEE,4,Maths,47,80,2026-02-26
2627,Isha,EE,3,UHV,67,71,2026-03-26
2628,Sneha,CE,4,DSA,58,97,2026-01-26
2629,Raghavendra,EE,5,ML,89,80,2025-12-31
2630,Maya,CSEAI,6,OS,66,73,2026-02-04
2631,Isha,BT,4,DBMS,88,84,2026-03-19
2632,Ashish,CHE,1,AI,62,78,2026-03-16
2633,Raghavendra,CSE AIML,6,DBMS,57,90,2026-03-17
2634,Manish,EEE,2,OS,38,91,2026-01-18
2635,Anjali,BT,2,AI,45,76,2026-02-16
2636,Anjali,CE,2,UHV,50,76,2025-12-20
2637,Nisha,IT,7,AI,88,74,2026-01-17
2638,Nisha,ELCE,5,WEBT,58,82,2026-02-04
2639,Aniket,EEE,4,ML,21,90,2026-03-22
2640,Rahul,CSE AIML,8,DL,88,71,2026-01-25
2641,Rahul,CE,6,ML,36,95,2026-03-04
2642,Raghavendra,IT,6,DSA,36,71,2026-02-18
2643,Manish,EE,2,UHV,56,92,2026-02-25
2644,Saurabh,CE,1,DAA,92,90,2026-03-27
2645,Riya,BT,6,AI,61,93,2025-12-22
2646,Ananya,IT,4,DL,26,71,2026-01-01
2647,Aarav,ELCE,8,AI,62,70,2026-01-13
2648,Aniket,ME,8,OS,45,96,2026-02-12
2649,Satyam,IT,5,CN,45,73,2026-03-12
2650,Pooja,CE,6,WEBT,80,81,2026-03-03
2651,Aditya,EEE,7,DAA,51,87,2026-02-13
2652,Pooja,ELCE,8,DBMS,28,87,2026-03-04
2653,Manish,CHE,3,DL,41,100,2026-02-16
2654,Shreya,CSE AIML,4,Maths,37,72,2026-03-01
2655,Amit,CHE,8,DSA,97,61,2025-12-20
2656,Aarav,AE,2,CN,58,62,2026-03-17
2657,Sneha,CSE,5,CD,46,61,2026-01-07
2658,Yash,ECE,7,AI,52,73,2026-01-14
2659,Ananya,CSE AIML,7,DSA,27,79,2026-02-01
2660,Satyam,AE,5,DAA,46,84,2026-03-21
2661,Maya,ME,3,ML,86,76,2026-03-20
2662,Yash,CSE AIML,2,UHV,37,72,2026-02-06
2663,Divya,CSE,1,CD,51,83,2026-01-22
2664,Nisha,AE,1,UHV,24,97,2026-03-24
2665,Aarav,IT,8,OS,27,96,2026-01-23
2666,Saurabh,CSEAI,7,DBMS,49,62,2025-12-22
2667,Aakash,EE,2,OS,78,77,2026-03-20
2668,Saurabh,CSE DS,8,DSA,63,99,2026-01-19
2669,Maya,ELCE,3,DAA,66,81,2026-02-21
2670,Riya,CSEAI,1,WEBT,59,92,2026-03-29
2671,Saurabh,EEE,2,DAA,34,77,2026-01-07
2672,Maya,EE,4,UHV,100,61,2026-03-02
2673,Raghav,EE,5,DBMS,65,73,2026-01-17
2674,Rishi,EEE,7,OS,70,67,2025-12-27
2675,Karan,CSE AIML,2,DSA,79,67,2026-02-21
2676,Vivek,EE,5,DAA,38,100,2026-02-06
2677,Anjali,AE,6,AI,57,100,2026-02-22
2678,Kriti,ELCE,5,CD,46,98,2026-03-02
2679,Satyam,ECE,4,AI,82,100,2026-02-26
2680,Raghavendra,ECE,3,DBMS,88,64,2025-12-23
2681,Nisha,ELCE,5,OS,45,95,2026-02-26
2682,Anjali,ELCE,4,WEBT,22,90,2026-03-04
2683,Sonal,CE,6,DL,97,98,2026-03-20
2684,Anushka,IT,3,DBMS,37,94,2026-01-20
2685,Siddharth,ELCE,5,ML,91,94,2026-02-05
2686,Aakash,ECE,1,DAA,44,90,2026-03-15
2687,Ashish,ELCE,8,AI,93,87,2025-12-29
2688,Nisha,ECE,7,Maths,43,63,2026-03-20
2689,Saurabh,EE,7,DSA,95,68,2026-03-14
2690,Divya,ME,7,ML,43,61,2026-02-07
2691,Satyam,CE,1,DBMS,83,67,2026-02-20
2692,Vivek,IT,6,CD,58,79,2026-03-12
2693,Nisha,CSE DS,7,UHV,99,99,2026-03-27
2694,Neha,ME,3,OS,40,84,2026-01-06
2695,Sanya,ECE,3,ML,29,73,2026-02-10
2696,Pallavi,CSE DS,2,CN,38,78,2026-03-18
2697,Pooja,CSE AIML,6,DBMS,72,70,2026-02-20
2698,Aniket,CHE,5,Maths,32,71,2026-02-10
2699,Anushka,IT,1,DSA,94,87,2025-12-26
2700,Anjali,CHE,8,UHV,22,70,2026-01-14
2701,Arjun,ELCE,3,CD,95,74,2026-03-15
2702,Siddharth,EE,2,CD,49,97,2026-03-17
2703,Pallavi,EEE,2,Maths,70,89,2025-12-24
2704,Anjali,ECE,5,DSA,29,82,2025-12-24
2705,Siddharth,ME,3,CD,84,71,2025-12-27
2706,Arjun,CHE,2,OS,67,90,2026-01-31
2707,Kavya,CE,3,OS,89,92,2026-02-10
2708,Anjali,IT,5,DBMS,90,69,2026-01-31
2709,Anjali,CE,4,DAA,69,70,2026-03-04
2710,Vivek,IT,7,OS,91,85,2026-03-18
2711,Divya,IT,3,WEBT,98,74,2026-02-09
2712,Anjali,CSE,3,DBMS,25,86,2026-02-14
2713,Karan,BT,5,WEBT,23,71,2026-01-31
2714,Shivani,CSE DS,3,OS,58,70,2026-01-05
2715,Aniket,ELCE,8,UHV,75,60,2026-02-13
2716,Sneha,CSEAI,7,OS,92,92,2025-12-28
2717,Saurabh,AE,4,DL,68,80,2026-02-25
2718,Karan,ELCE,2,DAA,72,62,2026-02-21
2719,Riya,AE,4,DBMS,58,85,2026-01-24
2720,Anjali,CSE AIML,6,AI,25,98,2026-03-23
2721,Kriti,CHE,1,ML,67,98,2026-02-01
2722,Isha,IT,3,CN,55,64,2025-12-19
2723,Anjali,CSEAI,8,Maths,79,75,2026-03-10
2724,Manish,EE,5,DBMS,41,70,2026-02-27
2725,Manish,CSE AIML,4,DL,56,70,2026-02-11
2726,Kriti,CHE,8,DBMS,68,81,2026-01-28
2727,Arjun,CSE AIML,5,DL,96,62,2026-01-21
2728,Aakash,AE,6,DL,36,90,2026-01-05
2729,Ashish,ELCE,4,CD,66,80,2026-01-15
2730,Nisha,CSE DS,2,WEBT,60,87,2026-02-11
2731,Isha,CSE AIML,4,CD,87,94,2026-03-14
2732,Yash,ME,2,AI,44,81,2026-01-23
2733,Shreya,ECE,7,CN,56,81,2026-01-24
2734,Shreya,EEE,6,CN,56,71,2026-03-18
2735,Anjali,CSE DS,2,WEBT,45,66,2026-02-16
2736,Raghavendra,EEE,8,WEBT,80,78,2026-01-20
2737,Aakash,EE,6,OS,76,93,2026-02-13
2738,Aarav,CSE,3,UHV,73,92,2026-03-01
2739,Raghavendra,CSE DS,2,DAA,56,96,2025-12-22
2740,Satyam,ECE,4,Maths,92,66,2025-12-22
2741,Satyam,EE,4,OS,82,75,2026-01-04
2742,Divya,AE,7,AI,32,75,2026-01-17
2743,Shreya,AE,1,UHV,35,75,2026-01-21
2744,Vivek,BT,6,Maths,94,77,2026-01-12
2745,Kriti,CSEAI,5,CD,35,70,2025-12-24
2746,Aarav,ME,1,CN,54,81,2026-03-01
2747,Priya,CSE,1,DL,96,80,2026-01-28
2748,Anushka,CSE DS,7,ML,51,75,2026-03-16
2749,Aniket,CSEAI,5,ML,51,94,2026-02-22
2750,Yash,ME,8,WEBT,69,81,2026-03-23
2751,Ananya,CSE,6,AI,38,60,2026-02-23
2752,Saurabh,BT,3,DBMS,86,99,2026-02-18
2753,Aakash,CHE,4,UHV,27,84,2026-02-15
2754,Rahul,ELCE,4,CD,22,88,2026-03-26
2755,Manish,EE,7,OS,68,80,2025-12-24
2756,Satyam,CSE AIML,8,OS,94,98,2026-01-08
2757,Ashish,BT,4,DAA,21,69,2026-02-13
2758,Vikram,IT,5,WEBT,21,89,2026-03-23
2759,Nisha,BT,6,DSA,41,84,2026-02-01
2760,Rohit,CSEAI,5,DL,69,93,2026-03-23
2761,Saurabh,CSE,3,UHV,71,87,2026-01-15
2762,Isha,ME,1,CN,73,77,2026-03-14
2763,Anjali,ECE,5,DBMS,33,69,2025-12-31
2764,Anushka,CHE,6,OS,77,87,2026-02-01
2765,Maya,ME,7,ML,47,100,2026-02-12
2766,Aman,EE,2,ML,70,93,2025-12-20
2767,Ashish,CSE AIML,2,CD,97,94,2025-12-29
2768,Vivek,EE,3,OS,68,83,2026-01-02
2769,Anushka,CSE DS,1,DBMS,32,69,2026-01-19
2770,Satyam,CHE,2,Maths,43,71,2026-02-23
2771,Yash,EE,8,DSA,44,88,2026-02-06
2772,Aarav,BT,4,AI,49,62,2025-12-23
2773,Raghavendra,ME,5,DSA,85,69,2026-03-05
2774,Ananya,CE,1,OS,93,89,2026-02-28
2775,Aniket,CSE,2,CD,56,90,2026-01-27
2776,Satyam,AE,1,UHV,98,93,2026-03-03
2777,Yash,EE,5,CN,61,79,2025-12-25
2778,Pallavi,ELCE,3,UHV,93,83,2026-03-20
2779,Nisha,CSE AIML,1,DBMS,96,79,2026-03-28
2780,Raghavendra,IT,1,UHV,50,84,2026-01-22
2781,Shivani,IT,8,WEBT,40,79,2026-03-22
2782,Isha,ECE,7,UHV,62,63,2026-02-24
2783,Siddharth,BT,6,UHV,33,74,2026-01-22
2784,Rohit,BT,5,AI,25,85,2026-01-28
2785,Vivek,CE,2,AI,65,87,2026-02-18
2786,Aditya,CE,8,DBMS,45,61,2026-01-11
2787,Anjali,ECE,7,DAA,82,65,2026-03-29
2788,Kavya,CHE,5,DAA,61,79,2026-03-14
2789,Aakash,CSE AIML,8,CD,97,60,2026-03-02
2790,Aakash,CSE,7,DL,78,93,2026-03-08
2791,Ashish,CSE AIML,4,DAA,74,61,2026-01-15
2792,Karan,IT,5,UHV,32,63,2026-02-09
2793,Anjali,CE,8,CN,74,99,2026-03-15
2794,Yash,EE,2,WEBT,46,78,2026-02-03
2795,Neha,CE,7,ML,96,95,2025-12-26
2796,Sanya,CSEAI,7,DBMS,44,76,2026-02-11
2797,Aarav,CHE,4,CD,56,88,2026-02-21
2798,Aman,EE,2,OS,84,78,2026-02-13
2799,Aniket,CE,6,CN,93,61,2026-01-19
2800,Saurabh,EE,6,UHV,59,74,2026-03-16
2801,Nisha,CE,2,Maths,24,92,2026-03-16
2802,Divya,IT,2,Maths,74,98,2026-01-16
2803,Raghav,CSE AIML,1,UHV,58,67,2026-01-03
2804,Maya,CSEAI,7,OS,75,94,2025-12-30
2805,Manish,ECE,8,WEBT,89,70,2026-03-07
2806,Vikram,IT,7,UHV,88,72,2026-01-22
2807,Pallavi,CSE AIML,7,CN,83,85,2026-02-23
2808,Riya,IT,5,ML,86,65,2026-01-15
2809,Ashish,EE,7,DAA,28,84,2026-01-13
2810,Aakash,EEE,1,Maths,81,84,2026-03-06
2811,Maya,CE,6,AI,64,95,2026-02-05
2812,Sneha,BT,3,WEBT,33,68,2026-01-07
2813,Manish,CSE,4,AI,86,99,2025-12-28
2814,Divya,ME,4,CD,98,71,2026-02-11
2815,Amit,EEE,4,DSA,48,100,2026-02-25
2816,Neha,CE,1,AI,42,98,2025-12-21
2817,Nisha,EE,3,CN,24,98,2026-03-07
2818,Kavya,CSE,5,ML,100,73,2026-02-06
2819,Karan,CSE,5,AI,96,68,2026-02-09
2820,Isha,CSE DS,3,DL,57,85,2026-02-13
2821,Satyam,AE,8,DSA,60,92,2026-03-14
2822,Shreya,CE,2,DBMS,83,70,2026-02-26
2823,Maya,CSE,4,AI,76,62,2026-03-08
2824,Ashish,EEE,5,DAA,88,77,2026-02-19
2825,Anushka,CSE DS,6,Maths,92,90,2026-03-14
2826,Vikram,BT,8,CN,28,83,2026-02-16
2827,Divya,EEE,3,AI,59,90,2026-03-14
2828,Aditya,AE,4,WEBT,84,72,2026-03-09
2829,Vikram,ME,2,Maths,77,87,2026-02-22
2830,Karan,ECE,7,UHV,21,61,2026-03-11
2831,Nisha,EE,2,CD,72,79,2025-12-25
2832,Rishi,AE,6,Maths,77,83,2026-02-28
2833,Neha,ELCE,5,CD,98,80,2026-02-03
2834,Sonal,CSE DS,6,UHV,22,78,2026-03-02
2835,Rishi,EE,1,DAA,35,74,2026-03-12
2836,Riya,ME,7,WEBT,51,87,2025-12-23
2837,Aarav,ME,6,CD,81,75,2026-03-28
2838,Sanya,CHE,3,UHV,47,95,2026-02-28
2839,Anjali,EE,8,AI,32,68,2026-02-23
2840,Manish,ECE,8,Maths,49,93,2026-01-23
2841,Aarav,ME,8,AI,46,85,2026-03-01
2842,Aakash,EEE,8,OS,49,86,2026-03-03
2843,Riya,CHE,5,OS,85,85,2026-01-08
2844,Sanya,ME,6,Maths,88,65,2026-03-09
2845,Anjali,CSE,6,UHV,83,92,2026-02-10
2846,Saurabh,BT,8,DSA,77,78,2026-03-29
2847,Priya,IT,3,OS,57,64,2026-02-27
2848,Rohit,EE,7,CN,69,84,2026-02-16
2849,Isha,CSEAI,8,Maths,72,86,2025-12-29
2850,Aditya,CE,3,DAA,39,85,2026-01-19
2851,Karan,CSE AIML,8,ML,47,92,2026-01-27
2852,Neha,AE,3,CD,52,65,2026-01-08
2853,Rishi,EEE,7,DBMS,92,92,2026-03-15
2854,Aarav,CE,8,Maths,74,95,2026-01-03
2855,Aarav,BT,7,DL,42,94,2026-01-25
2856,Kriti,BT,5,CD,55,94,2026-03-27
2857,Kriti,EE,2,UHV,38,61,2025-12-24
2858,Aditya,ME,5,OS,76,73,2026-03-10
2859,Saurabh,EE,6,UHV,46,81,2026-02-07
2860,Ashish,IT,3,OS,72,66,2026-02-09
2861,Riya,ECE,3,ML,44,76,2026-01-27
2862,Riya,CHE,7,OS,50,83,2025-12-20
2863,Aniket,EEE,1,CD,96,89,2026-03-25
2864,Anjali,CSE DS,6,DSA,79,95,2026-03-22
2865,Satyam,ELCE,7,CD,26,69,2026-01-10
2866,Vikram,CSE,4,WEBT,70,95,2026-03-18
2867,Riya,EE,3,DL,82,65,2026-02-05
2868,Rahul,ELCE,5,WEBT,21,83,2026-03-06
2869,Rahul,CSE AIML,5,OS,76,79,2026-02-27
2870,Pallavi,ECE,7,OS,77,83,2026-01-23
2871,Aniket,ME,5,DBMS,63,90,2026-03-21
2872,Amit,AE,5,ML,95,72,2026-02-07
2873,Saurabh,CSE,2,ML,72,87,2026-01-19
2874,Kriti,ECE,5,OS,54,98,2026-01-14
2875,Rohit,AE,7,ML,27,62,2026-03-18
2876,Divya,CSEAI,8,DBMS,33,70,2026-01-05
2877,Priya,ECE,5,OS,21,76,2025-12-25
2878,Nisha,AE,8,CD,58,67,2026-03-28
2879,Aniket,CSE DS,8,WEBT,56,84,2026-02-13
2880,Kriti,EEE,4,OS,67,66,2026-02-10
2881,Riya,CSE AIML,3,CD,70,85,2025-12-27
2882,Isha,CSE,8,AI,100,96,2025-12-22
2883,Yash,EE,4,ML,52,65,2026-02-07
2884,Anushka,ELCE,7,DSA,88,62,2026-02-01
2885,Shivani,CE,5,DBMS,32,69,2026-01-26
2886,Karan,CSE DS,5,DSA,73,96,2026-03-17
2887,Raghavendra,CSE AIML,4,DL,92,61,2026-02-01
2888,Siddharth,BT,3,Maths,83,90,2026-03-06
2889,Maya,AE,7,UHV,50,88,2026-01-10
2890,Saurabh,IT,5,OS,59,82,2026-01-28
2891,Saurabh,ELCE,7,DL,33,68,2026-01-08
2892,Neha,CHE,2,AI,92,61,2026-02-09
2893,Pallavi,BT,8,OS,96,83,2026-01-25
2894,Vivek,CE,3,CN,80,72,2026-02-25
2895,Yash,ME,2,DSA,81,74,2026-01-25
2896,Satyam,EEE,2,CN,20,92,2025-12-26
2897,Aman,CSE AIML,3,DSA,50,92,2025-12-31
2898,Aakash,AE,2,CD,88,80,2026-01-15
2899,Aman,CSE AIML,4,WEBT,53,77,2026-03-02
2900,Arjun,CSE AIML,4,DBMS,44,99,2026-03-13
2901,Vivek,CSE AIML,7,WEBT,29,87,2025-12-23
2902,Riya,CHE,4,CN,58,70,2026-02-02
2903,Raghav,EE,6,CN,77,64,2026-03-03
2904,Priya,ME,5,Maths,24,100,2026-03-06
2905,Isha,ELCE,4,ML,66,60,2025-12-27
2906,Yash,EE,6,CN,43,96,2026-01-09
2907,Manish,ME,7,DAA,96,68,2026-03-29
2908,Aarav,IT,1,DAA,63,86,2025-12-26
2909,Sonal,CSE DS,4,ML,20,93,2026-01-05
2910,Raghav,ECE,3,DL,59,84,2025-12-26
2911,Shivani,ECE,7,CD,33,91,2026-02-14
2912,Sonal,EE,7,DBMS,67,87,2026-01-26
2913,Neha,ECE,8,DL,65,78,2026-02-17
2914,Pallavi,IT,1,ML,88,91,2026-03-10
2915,Satyam,BT,6,AI,47,86,2026-02-18
2916,Aakash,ECE,6,DAA,78,95,2026-01-26
2917,Shreya,BT,5,UHV,20,97,2026-03-15
2918,Sonal,CHE,7,DBMS,49,97,2026-02-10
2919,Vikram,BT,8,WEBT,32,85,2026-01-06
2920,Ananya,CSE,8,WEBT,57,83,2026-01-23
2921,Rohit,BT,1,OS,42,77,2026-02-28
2922,Yash,CSE,1,OS,88,74,2026-03-05
2923,Rohit,ECE,3,DAA,50,73,2026-03-20
2924,Rohit,ME,2,Maths,49,79,2025-12-26
2925,Raghavendra,CSE AIML,4,UHV,57,95,2026-03-24
2926,Aakash,ME,3,DBMS,67,85,2026-03-17
2927,Vivek,CSE DS,1,CD,71,61,2026-02-26
2928,Priya,ME,2,DAA,48,80,2026-03-01
2929,Riya,ELCE,5,UHV,53,76,2026-01-12
2930,Sonal,BT,8,DAA,88,65,2026-03-03
2931,Raghavendra,ECE,5,AI,53,91,2026-01-24
2932,Anushka,ME,1,ML,69,99,2026-01-27
2933,Amit,BT,2,Maths,29,80,2026-01-06
2934,Ashish,CSE,4,DL,33,85,2026-01-10
2935,Anjali,CSE AIML,4,DAA,23,90,2026-02-08
2936,Shivani,CE,2,OS,28,91,2026-02-27
2937,Vivek,CSE,8,AI,69,90,2026-02-06
2938,Aarav,CE,1,ML,48,62,2025-12-19
2939,Ashish,EE,4,OS,69,62,2026-01-27
2940,Neha,CSE DS,4,AI,30,91,2026-01-04
2941,Ananya,CE,7,AI,36,68,2025-12-31
2942,Aarav,CHE,3,AI,91,64,2026-03-27
2943,Aman,IT,7,Maths,28,73,2026-03-06
2944,Vikram,BT,8,DSA,27,90,2026-01-30
2945,Aarav,CE,8,WEBT,53,76,2026-02-02
2946,Riya,IT,7,UHV,100,83,2026-03-27
2947,Shreya,IT,1,OS,78,75,2025-12-28
2948,Nisha,ECE,3,ML,75,64,2025-12-28
2949,Saurabh,CSE AIML,2,DBMS,95,61,2026-02-26
2950,Neha,CHE,1,CN,54,68,2026-03-19
2951,Isha,BT,5,DAA,100,93,2026-03-03
2952,Anushka,AE,3,ML,71,84,2026-02-14
2953,Vivek,EE,1,DAA,53,90,2026-03-25
2954,Anushka,ELCE,2,DBMS,34,75,2026-02-22
2955,Sonal,CSE AIML,2,DBMS,33,89,2026-01-16
2956,Vivek,CSEAI,4,AI,31,82,2026-03-02
2957,Sneha,CSE DS,7,ML,25,88,2026-03-24
2958,Kavya,IT,2,DBMS,53,85,2026-01-22
2959,Siddharth,CE,2,CD,49,73,2026-02-26
2960,Divya,ME,5,WEBT,63,97,2026-02-03
2961,Siddharth,ME,1,CN,20,78,2026-01-04
2962,Yash,CHE,2,WEBT,90,72,2026-02-16
2963,Sneha,BT,1,ML,41,84,2025-12-26
2964,Nisha,ELCE,2,OS,27,71,2026-01-25
2965,Manish,ECE,3,WEBT,70,60,2026-02-24
2966,Aniket,BT,7,CN,81,83,2026-02-28
2967,Isha,CSE AIML,8,DAA,45,77,2026-01-09
2968,Sanya,IT,3,DL,23,88,2026-01-16
2969,Anjali,ELCE,5,Maths,30,60,2026-03-05
2970,Sonal,CE,4,CN,76,100,2026-02-04
2971,Vikram,EE,3,WEBT,100,65,2026-02-13
2972,Raghavendra,CSEAI,8,DAA,99,92,2026-02-05
2973,Nisha,CE,4,CD,48,80,2026-03-07
2974,Riya,CE,4,Maths,20,90,2026-02-24
2975,Ashish,ECE,3,WEBT,43,92,2026-01-24
2976,Saurabh,IT,4,DSA,38,85,2026-01-07
2977,Satyam,CE,2,AI,73,98,2025-12-23
2978,Pooja,CE,7,CD,35,74,2026-01-26
2979,Saurabh,ELCE,4,OS,95,95,2026-03-10
2980,Anushka,CSE DS,8,OS,70,72,2026-02-04
2981,Vikram,CE,4,CN,85,81,2026-01-26
2982,Maya,CSE AIML,6,OS,98,91,2026-01-13
2983,Kriti,CSE,5,Maths,43,88,2026-02-06
2984,Vikram,CSEAI,7,Maths,68,79,2026-02-19
2985,Sonal,CSEAI,1,DSA,67,96,2025-12-29
2986,Divya,CSE AIML,2,DSA,91,95,2026-03-08
2987,Sonal,CHE,1,WEBT,32,76,2026-03-06
2988,Maya,CE,7,OS,52,89,2026-02-01
2989,Kriti,ME,3,CD,76,99,2026-01-11
2990,Vivek,CSE AIML,6,CD,49,67,2026-02-05
2991,Saurabh,ME,4,CD,66,84,2026-03-24
2992,Kriti,BT,7,DL,36,62,2026-01-06
2993,Pallavi,AE,3,AI,74,84,2026-03-13
2994,Amit,CHE,4,DAA,64,79,2026-02-05
2995,Kriti,ECE,8,DSA,26,95,2026-03-14
2996,Aniket,IT,6,CN,39,77,2026-03-28
2997,Riya,EEE,7,AI,89,62,2026-01-10
2998,Arjun,CSE AIML,1,DL,26,66,2025-12-19
2999,Maya,ELCE,1,OS,31,76,2026-03-22
3000,Nisha,ELCE,3,Maths,81,91,2026-03-07
3001,Anjali,ECE,2,DBMS,72,94,2025-12-28
3002,Shivani,EE,5,DSA,57,60,2026-03-20
3003,Sonal,AE,3,DBMS,63,97,2026-03-04
3004,Shreya,CSE DS,4,OS,23,72,2026-02-28
3005,Rohit,IT,4,DL,32,65,2026-03-23
3006,Nisha,EEE,2,ML,65,83,2026-02-20
3007,Raghavendra,CE,1,OS,71,85,2025-12-25
3008,Anushka,EE,8,AI,39,61,2026-01-31
3009,Divya,ECE,6,CN,27,72,2026-03-15
3010,Saurabh,CSE DS,2,DSA,47,81,2025-12-31
3011,Pallavi,BT,1,Maths,39,67,2026-01-04
3012,Aakash,IT,1,WEBT,67,94,2026-03-20
3013,Pooja,AE,1,ML,90,94,2026-01-18
3014,Divya,CHE,1,OS,85,90,2026-01-07
3015,Nisha,ME,1,DL,94,98,2026-01-25
3016,Manish,EE,8,DAA,37,63,2026-02-04
3017,Arjun,CSE DS,8,ML,51,75,2026-03-15
3018,Vikram,BT,2,OS,62,90,2026-02-24
3019,Anushka,CE,5,ML,74,69,2026-02-10
3020,Amit,BT,5,OS,44,78,2026-02-27
3021,Anushka,CE,8,CN,25,70,2026-03-20
3022,Kriti,ME,1,CN,70,61,2026-03-02
3023,Neha,ECE,1,UHV,86,94,2026-01-06
3024,Anushka,CE,7,ML,97,79,2026-03-12
3025,Yash,EEE,7,DL,78,68,2026-01-12
3026,Kavya,CSE AIML,3,Maths,99,74,2026-02-16
3027,Vikram,CSE DS,1,DSA,74,61,2026-01-01
3028,Saurabh,AE,2,OS,51,83,2026-01-07
3029,Nisha,CSE,7,DAA,54,86,2026-02-17
3030,Aditya,CSE,8,UHV,85,73,2026-02-02
3031,Raghavendra,ELCE,4,DSA,22,68,2026-02-07
3032,Manish,EEE,7,OS,67,100,2026-02-25
3033,Raghavendra,EEE,8,OS,91,72,2025-12-31
3034,Manish,CSEAI,3,DSA,97,97,2026-03-04
3035,Karan,CSE AIML,3,DSA,62,80,2026-03-17
3036,Anjali,CE,5,CN,85,70,2026-02-08
3037,Sanya,CE,1,CD,42,77,2026-03-20
3038,Manish,ELCE,4,CN,28,96,2026-02-20
3039,Amit,CSE,6,DL,30,93,2026-02-02
3040,Aniket,EEE,1,OS,23,89,2026-01-15
3041,Yash,IT,8,OS,24,67,2026-02-15
3042,Amit,AE,4,OS,59,63,2026-02-22
